0,1
5,469.2
10,550.4
15,574.3333333333334
20,639.5
25,586.7
30,491.1
35,397.9
40,261.65
45,355.85
50,402.55
55,419.65
60,442.5
65,365.3
70,373.95
75,394.55
80,379.6
85,376.1
90,401.8
95,466.8
100,544.3
