0,1
DQN,"[-16, 369, 369, 251, 251, 252, 249, 252, 251, 250, 251, 252, 251, 250, 250, 252, 248, 529, 252, 622, 251, 238, 248, 235, 657, 250, 249, 252, 463, 564, 248, 608, 529, 617, 251, 657, 247, 247, 247, 566, 833, 251, 250, 248, 251, 585, 250, 248, 657, 619, 657, 635, 568, 529, 657, 248, 620, 248, 657, 369, 546, 657, 657, 250, 612, 609, 251, 602, 729, 248, 657, 607, 656, 608, 248, 251, 606, 833, 529, 529, 657, 657, 592, 657, 369, 235, 657, 529, 605, 645, 616, 617, 621, 639, 650, 613, 1050, 633, 529, 237, 238, 529, 603, 616, 657, 420, 605, 623, 529, 250, 249, 615, 627, 235, 529, 612, 619, 948, 605, 251, 228, 657, 833, 657, 250, 529, 605, 657, 652, 603, 709, 833, 622, 637, 713, 249, 623, 232, 242, 833, 833, 622, 594, 529, 657, 529, 529, 369, 833, 531, 657, 833, 628, 674, 632, 529, 833, 833, 669, 699, 630, 529, 237, 529, 606, 833, 240, 603, 529, 657, 241, 529, 230, 666, 833, 833, 529, 631, 529, 625, 369, 529, 649, 833, 833, 657, 833, 235, 628, 709, 657, 229, 529, 657, 630, 606, 632, 632, 646, 722, 529, 657, 637, 657, 529, 625, 656, 529, 657, 657, 783, 529, 529, 657, 369, 657, 529, 529, 657, 529, 529, 529, 866, 813, 623, 657, 369, 660, 624, 657, 537, 529, 529, 369, 529, 483, 529, 529, 777, 657, 657, 657, 694, 529, 657, 247, 1095, 657, 529, 657, 529, 617, 529, 529, 628, 616, 529, 632, 657, 529, 833, 529, 623, 657, 250, 554, 657, 529, 617, 657, 657, 529, 609, 529, 529, 529, 657, 529, 657, 529, 657, 631, 626, 251, 622, 237, 248, 621, 639, 529, 529, 621, 251, 622, 622, 240, 1051, 657, 657, 247, 529, 252, 529, 251, 243, 251, 252, 232, 657, 251, 251, 236, 252, 252, 529, 529, 637, 248, 529, 249, 251, 623, 657, 251, 247, 247, 657, 636, 529, 627, 633, 623, 529, 251, 657, 657, 251, 657, 528, 529, 591, 657, 535, 251, 251, 251, 239, 252, 529, 252, 529, 657, 529, 529, 529, 529, 251, 630, 240, 574, 616, 365, 252, 529, 243, 657, 252, 243, 252, 251, 249, 243, 250, 249, 529, 529, 657, 529, 657, 529, 657, 251, 833, 657, 630, 529, 623, 656, 620, 242, 242, 625, 630, 529, 846, 234, 620, 657, 623, 252, 529, 613, 622, 622, 632, 623, 624, 582, 645, 529, 529, 529, 621, 621, 635, 621, 529, 529, 529, 529, 657, 529, 529, 760, 529, 529, 529, 369, 529, 369, 654, 529, 369, 529, 369, 529, 657, 622, 529, 638, 609, 238, 529, 252, 529, 635, 529, 238, 529, 529, 657, 529, 529, 657, 529, 529, 529, 529, 657, 657, 657, 529, 529, 529, 529, 529, 529, 529, 529, 529, 529, 529, 529, 529, 611, 819, 529, 529, 529, 529, 529, 529, 649, 529, 369, 529, 529, 529, 529, 529, 529, 529, 528, 369, 529, 529, 520, 529, 529, 529]"
