0,1
DQN,"[228, 252, 454, 250, 252, 250, 582, 797, 249, 249, 632, 1048, 636, 1046, 1343, 608, 709, 1034, 247, 247, 614, 720, 625, 622, 250, 623, 248, 770, 1037, 249, 759, 608, 751, 1032, 604, 252, 1027, 809, 619, 1028, 454, 993, 611, 234, 252, 621, 611, 995, 251, 1016, 1345, 248, 251, 249, 250, 814, 1147, 241, 247, 611, 1343, 239, 728, 623, 808, 234, 252, 250, 251, 251, 628, 761, 252, 250, 251, 252, 252, 602, 252, 249, 1319, 252, 1336, 246, 234, 251, 1000, 641, 454, 251, 627, 251, 816, 751, 582, 454, 248, 252, 247, 250, 252, 248, 249, 252, 248, 1334, 249, 582, 251, 1322, 251, 625, 252, 252, 622, 250, 251, 252, 252, 620, 619, 252, 252, 252, 294, 624, 239, 636, 247, 1411, 624, 776, 249, 1044, 252, 252, 603, 252, 252, 620, 251, 252, 247, 1677, 252, 252, 247, 252, 252, 250, 1342, 252, 251, 251, 622, 250, 614, 251, 248, 628, 613, 618, 624, 234, 1344, 631, 654, 251, 622, 240, 615, 620, 247, 621, 252, 630, 628, 250, 250, 626, 237, 251, 1268, 588, 1299, 582, 252, 608, 792, 252, 616, 252, 252, 624, 248, 249, 249, 250, 250, 650, 615, 250, 1306, 613, 616, 605, 247, 582, 610, 1858, 629, 582, 252, 1664, 247, 250, 252, 250, 252, 252, 251, 250, 252, 251, 248, 626, 250, 251, 251, 252, 252, 251, 252, 251, 252, 573, 252, 250, 252, 252, 604, 252, 252, 251, 251, 252, 247, 251, 251, 250, 252, 637, 251, 251, 612, 251, 251, 600, 251, 251, 251, 252, 252, 252, 251, 251, 251, 252, 251, 252, 251, 250, 252, 251, 252, 252, 252, 252, 252, 252, 251, 251, 251, 252, 251, 251, 247, 252, 252, 252, 582, 252, 252, 252, 251, 251, 250, 638, 635, 617, 1313, 1422, 632, 615, 546, 629, 610, 624, 615, 610, 618, 631, 592, 454, 614, 614, 251, 251, 294, 248, 294, 250, 251, 388, 605, 252, 251, 250, 252, 252, 252, 252, 251, 252, 637, 247, 603, 294, 249, 252, 252, 248, 861, 252, 252, 252, 251, 251, 251, 252, 583, 248, 634, 252, 633, 454, 593, 610, 640, 252, 251, 611, 454, 611, 245, 628, 249, 249, 795, 247, 252, 251, 623, 250, 250, 250, 251, 251, 251, 252, 252, 1007, 251, 252, 252, 252, 251, 248, 252, 294, 252, 252, 454, 247, 247, 251, 251, 252, 249, 252, 249, 252, 251, 249, 249, 249, 250, 251, 249, 249, 248, 249, 249, 249, 251, 250, 249, 249, 247, 249, 249, 249, 249, 247, 252, 252, 252, 454, 454, 454, 249, 250, 250, 250, 250, 249, 249, 249, 250, 454, 250, 249, 247, 248, 249, 454, 638, 249, 454, 627, 246, 250, 249, 249, 248, 249, 252, 248, 248, 246, 249, 250, 247, 247, 250, 250, 247, 249, 248, 249, 250, 250, 249, 294, 252, 248, 248, 294, 294, 247, 294, 631, 758, 652, 1280, 250, 248, 577, 248, 251, 250, 250, 250, 249, 249, 249, 250, 250, 249, 251]"
