0,1
5,469.2
10,543.6
15,463.2
20,426.7
25,426.95
30,435.1
35,505.05
40,505.6
45,489.15
50,443.45
55,440.85
60,497.45
65,557.55
70,590.8
75,621.2
80,641.75
85,685.95
90,749.85
95,743.25
100,755.95
